,Date,Kangwon_sales,Kangwon_sales_prices,Kyonggi_sales,Kyonggi_sales_prices,Kyongsang_sales,Kyongsang_sales_prices,Seoul_sales,Seoul_sales_prices,Jeonla_sales,Jeonla_sales_prices,Chungcheong_sales,Chuncheong_sales_prices
1399,10/31/2018,33,"3,891,400",124,"16,875,087",91,"10,521,020",107,"6,850,778",60,"5,562,000",122,"15,200,200"
1400,11/1/2018,47,"7,634,500",123,"16,822,761",106,"15,385,650",121,"8,497,755",76,"13,307,800",87,"12,190,720"
1401,11/2/2018,59,"8,429,500",109,"16,416,068",91,"11,839,000",89,"5,494,100",66,"10,014,200",72,"11,205,920"
1402,11/3/2018,33,"3,883,000",105,"10,411,900",78,"9,096,100",102,"7,765,000",59,"7,851,100",64,"11,911,900"
1403,11/4/2018,30,"3,379,100",114,"14,857,620",107,"9,773,800",49,"4,301,400",61,"8,267,700",66,"11,921,700"
1404,11/5/2018,43,"6,042,800",121,"14,512,140",103,"10,215,800",51,"6,533,100",76,"8,277,200",63,"6,181,700"
1405,11/6/2018,36,"4,469,700",110,"10,609,736",110,"11,770,300",79,"4,043,400",72,"8,363,300",222,"15,788,400"
1406,11/7/2018,54,"6,635,254",95,"16,152,831",354,"26,023,600",93,"7,873,320",60,"11,569,700",317,"10,162,520"
1407,11/8/2018,28,"3,561,400",70,"9,104,731",124,"11,932,800",146,"5,282,040",57,"6,696,600",144,"5,843,000"
1408,11/9/2018,42,"6,183,100",87,"13,874,724",111,"13,066,160",127,"9,418,100",58,"8,628,600",130,"11,495,400"
1409,11/10/2018,32,"3,062,600",126,"14,432,523",89,"10,013,000",68,"4,895,800",70,"7,678,500",70,"8,877,900"
1410,11/11/2018,42,"5,053,000",97,"14,152,000",135,"11,356,340",114,"10,330,600",55,"9,052,600",45,"7,741,900"
1411,11/12/2018,29,"3,519,720",93,"12,525,788",60,"6,929,280",41,"3,346,520",68,"7,514,200",56,"10,405,120"
1412,11/13/2018,45,"6,248,100",88,"12,237,700",70,"7,165,000",32,"2,562,900",68,"9,817,260",89,"13,879,100"
1413,11/14/2018,47,"10,478,577",102,"12,903,737",99,"11,231,220",78,"6,997,500",55,"5,792,900",78,"10,412,900"
1414,11/15/2018,30,"4,772,900",135,"15,478,135",86,"9,435,020",71,"7,519,700",143,"27,557,100",71,"9,580,094"
1415,11/16/2018,32,"3,815,420",97,"11,463,700",80,"9,055,600",32,"1,879,400",61,"8,122,100",55,"7,277,700"
1416,11/17/2018,24,"3,410,400",122,"15,390,200",80,"8,915,300",45,"1,997,320",59,"7,624,600",73,"11,677,700"
1417,11/18/2018,7,"692,400",99,"11,616,641",61,"7,541,700",40,"4,135,300",56,"10,220,300",41,"8,727,000"
1418,11/19/2018,35,"5,759,700",98,"13,718,400",50,"6,370,800",42,"4,622,000",46,"7,206,940",45,"7,378,600"
1419,11/20/2018,36,"4,732,100",65,"7,751,200",38,"6,707,200",27,"3,462,700",37,"5,779,000",58,"9,090,520"
1420,11/21/2018,48,"4,977,400",140,"18,498,000",156,"23,642,413",85,"10,992,200",85,"15,099,000",75,"14,607,358"
1421,11/22/2018,21,"3,663,000",62,"11,813,000",73,"10,731,000",87,"7,916,611",77,"10,702,300",73,"12,311,700"
1422,11/23/2018,45,"7,220,820",144,"30,459,932",94,"8,968,300",115,"8,150,900",79,"20,143,579",81,"14,525,460"
1423,11/24/2018,28,"3,558,000",132,"18,540,400",95,"11,032,920",40,"3,482,260",92,"14,397,700",67,"11,694,720"
1424,11/25/2018,16,"2,536,940",80,"12,769,040",60,"10,315,400",67,"10,890,100",72,"10,813,900",51,"13,233,150"
1425,11/26/2018,29,"5,723,840",118,"18,041,720",103,"15,792,080",62,"5,651,400",57,"13,389,900",54,"12,083,900"
1426,11/27/2018,34,"4,851,500",153,"25,817,610",91,"10,090,220",78,"6,665,600",58,"9,153,500",86,"9,613,900"
1427,11/28/2018,85,"9,439,820",125,"22,599,320",82,"11,429,020",41,"4,824,000",62,"8,845,300",80,"11,130,680"
1428,11/29/2018,53,"7,157,325",117,"30,348,884",43,"9,299,255",35,"5,386,050",44,"5,370,300",195,"19,905,100"
1429,11/30/2018,57,"9,991,567",178,"17,479,085",57,"6,686,280",53,"6,695,600",64,"6,717,290",89,"13,265,210"
1430,12/1/2018,46,"7,565,700",120,"14,692,800",49,"8,133,700",19,"3,125,200",44,"10,744,000",70,"13,158,250"
1431,12/2/2018,32,"5,024,600",87,"13,020,460",71,"12,731,500",30,"7,020,100",56,"8,148,800",36,"10,731,850"
1432,12/3/2018,50,"6,479,510",55,"6,452,750",66,"10,645,940",16,"2,568,700",47,"6,969,400",39,"9,661,800"
1433,12/4/2018,42,"7,766,200",85,"16,727,250",69,"8,087,717",20,"3,408,900",52,"7,431,730",50,"9,603,720"
1434,12/5/2018,48,"7,586,693",66,"11,026,862",48,"7,274,320",34,"6,636,220",51,"7,452,800",68,"10,583,670"
1435,12/6/2018,46,"5,948,520",83,"15,105,720",68,"11,239,360",26,"4,946,100",51,"9,905,500",58,"13,447,750"
1436,12/7/2018,26,"4,265,700",75,"14,894,956",87,"16,523,800",16,"2,666,000",65,"9,353,800",51,"6,584,050"
1437,12/8/2018,27,"4,154,600",88,"20,976,270",51,"7,699,520",29,"4,760,100",72,"11,011,000",88,"16,835,050"
1438,12/9/2018,18,"4,133,000",85,"21,058,823",61,"11,552,970",26,"6,809,000",26,"5,519,500",43,"9,547,425"
1439,12/10/2018,43,"7,147,000",68,"20,383,835",59,"9,891,728",10,"2,027,300",43,"13,258,700",32,"16,033,400"
1440,12/11/2018,48,"12,725,660",81,"13,274,000",60,"5,836,170",32,"5,185,260",53,"5,884,100",73,"11,237,750"
1441,12/12/2018,45,"9,402,435",47,"11,354,600",59,"10,203,550",25,"4,790,700",95,"22,672,600",47,"16,139,150"
1442,12/13/2018,60,"7,424,400",83,"22,574,550",141,"20,178,500",42,"6,022,100",101,"17,949,640",94,"15,389,400"
1443,12/14/2018,67,"9,343,800",102,"15,040,000",159,"22,629,500",38,"4,432,100",98,"18,293,650",75,"12,478,400"
1444,12/15/2018,44,"9,547,500",101,"19,669,709",88,"11,155,100",40,"7,237,300",84,"15,394,100",80,"18,674,440"
1445,12/16/2018,29,"3,494,800",116,"18,693,150",72,"13,618,250",31,"8,179,900",83,"12,311,200",56,"10,571,850"
1446,12/17/2018,52,"10,048,050",86,"17,671,900",73,"12,005,350",31,"6,055,000",63,"10,329,000",60,"10,867,850"
1447,12/18/2018,71,"14,954,550",123,"23,266,750",78,"12,650,900",35,"9,280,100",63,"9,140,450",51,"10,823,050"
1448,12/19/2018,33,"5,905,500",71,"11,692,240",77,"11,435,200",43,"5,186,700",72,"15,347,650",70,"12,874,800"
1449,12/20/2018,36,"6,301,950",89,"18,140,825",92,"14,821,300",31,"5,679,800",65,"11,354,100",59,"13,548,600"
1450,12/21/2018,56,"11,837,400",106,"13,151,650",76,"11,610,400",151,"13,359,500",70,"8,822,900",78,"9,034,100"
1451,12/22/2018,36,"6,485,800",73,"16,704,700",256,"15,349,100",36,"4,083,350",82,"10,933,400",164,"9,461,850"
1452,12/23/2018,43,"9,039,700",63,"14,338,000",30,"6,750,250",22,"8,815,200",37,"7,138,400",52,"8,425,050"
1453,12/24/2018,36,"5,964,200",87,"14,965,050",62,"10,023,100",29,"6,506,200",45,"8,404,800",53,"9,475,700"
1454,12/25/2018,49,"6,270,700",93,"14,789,650",63,"9,151,600",45,"7,017,300",26,"4,514,900",62,"9,005,600"
1455,12/26/2018,49,"6,956,000",78,"12,814,890",86,"13,101,800",27,"3,508,700",80,"15,853,300",45,"7,593,060"
1456,12/27/2018,42,"11,085,409",93,"20,297,050",63,"8,660,800",15,"4,296,200",57,"12,498,950",36,"9,266,200"
1457,12/28/2018,43,"6,033,300",74,"18,369,500",54,"9,226,900",25,"6,085,800",48,"5,806,100",38,"4,569,613"
1458,12/29/2018,50,"6,302,177",65,"19,834,850",72,"15,622,400",34,"5,440,800",58,"9,199,800",32,"5,689,800"
1459,12/30/2018,21,"4,105,900",57,"8,913,250",20,"3,758,300",20,"4,268,200",66,"11,668,600",48,"12,049,220"
1460,12/31/2018,44,"11,592,800",160,"33,711,077",52,"8,983,700",28,"3,583,400",53,"8,728,700",59,"12,073,425"
1461,1/1/2019,13,"5,709,300",71,"22,791,700",66,"11,495,300",32,"5,270,000",38,"10,885,200",26,"3,912,100"
1462,1/2/2019,24,"2,175,500",69,"15,879,413",89,"21,082,700",20,"2,992,900",58,"8,453,708",49,"6,307,300"
1463,1/3/2019,29,"6,121,100",153,"22,179,923",74,"14,366,900",26,"4,023,000",47,"9,009,200",45,"6,441,400"
1464,1/4/2019,40,"7,880,400",89,"18,766,776",72,"16,776,400",10,"2,888,500",48,"20,513,700",38,"3,988,000"
1465,1/5/2019,38,"7,450,000",127,"27,156,500",40,"8,764,600",18,"4,966,500",48,"7,554,200",72,"14,992,200"
1466,1/6/2019,74,"9,396,800",73,"13,833,600",36,"4,949,300",20,"3,117,100",31,"4,872,200",30,"10,213,850"
1467,1/7/2019,25,"9,826,833",61,"12,505,049",27,"4,078,650",20,"5,658,400",58,"10,164,700",30,"6,505,600"
1468,1/8/2019,25,"5,268,200",40,"9,361,800",24,"7,178,200",5,"370,200",24,"3,016,900",32,"7,438,900"
1469,1/9/2019,38,"5,875,100",73,"9,752,900",65,"11,563,500",25,"6,705,300",45,"10,345,950",67,"11,346,850"
1470,1/10/2019,25,"3,275,000",105,"17,690,500",73,"12,890,500",24,"3,942,300",47,"9,341,900",91,"10,285,700"
1471,1/11/2019,34,"5,793,900",84,"16,324,000",55,"10,504,000",18,"5,134,800",67,"11,997,500",114,"27,776,250"
1472,1/12/2019,44,"8,633,900",77,"14,179,203",51,"8,562,640",24,"5,594,700",48,"14,700,750",91,"16,747,847"
1473,1/13/2019,95,"8,817,600",52,"7,556,537",63,"7,891,800",16,"2,690,900",67,"18,221,600",79,"16,513,848"
1474,1/14/2019,35,"5,271,300",49,"15,145,200",76,"12,065,400",39,"4,552,500",69,"8,791,200",49,"4,889,000"
1475,1/15/2019,21,"3,065,400",69,"20,073,720",78,"10,789,000",21,"1,937,600",38,"7,159,500",77,"13,171,200"
1476,1/16/2019,42,"5,433,700",72,"15,041,400",58,"7,952,400",23,"4,504,500",50,"8,365,200",103,"24,882,900"
1477,1/17/2019,33,"4,605,700",77,"13,737,497",91,"15,346,800",20,"2,694,800",50,"7,210,700",69,"10,356,010"
1478,1/18/2019,32,"4,667,900",73,"17,143,600",78,"12,678,700",23,"3,274,400",55,"12,481,350",91,"13,380,000"
1479,1/19/2019,37,"5,349,200",83,"13,578,300",53,"8,519,500",25,"4,160,500",52,"14,607,300",73,"9,572,100"
1480,1/20/2019,26,"5,852,000",60,"12,039,600",61,"16,205,600",14,"3,109,400",36,"5,250,600",44,"5,809,800"
1481,1/21/2019,27,"2,621,600",62,"8,947,400",60,"6,080,000",24,"4,418,700",44,"4,844,800",88,"13,371,000"
1482,1/22/2019,70,"13,252,100",56,"6,777,018",85,"11,993,210",23,"8,990,100",40,"5,801,600",67,"8,265,700"
1483,1/23/2019,48,"6,456,800",72,"15,045,100",60,"10,339,200",45,"7,614,800",40,"5,769,100",65,"11,836,400"
1484,1/24/2019,59,"10,278,500",92,"15,482,490",34,"8,942,700",34,"3,440,400",62,"9,647,400",53,"15,482,000"
1485,1/25/2019,66,"11,691,400",65,"6,239,981",63,"6,593,700",19,"2,380,100",45,"5,580,600",72,"14,039,300"
1486,1/26/2019,48,"6,718,900",70,"8,844,200",54,"9,542,200",26,"2,304,600",71,"7,056,100",79,"17,047,500"
1487,1/27/2019,19,"2,356,300",84,"22,349,700",29,"4,588,800",11,"1,878,900",49,"7,371,200",42,"6,412,300"
1488,1/28/2019,60,"7,755,100",86,"15,765,500",57,"8,865,900",17,"1,391,100",45,"5,134,100",63,"13,010,100"
1489,1/29/2019,68,"8,315,900",63,"9,723,153",84,"14,092,200",29,"4,416,000",53,"7,199,300",56,"7,981,000"
1490,1/30/2019,35,"5,199,100",85,"9,832,800",94,"14,923,800",45,"6,010,800",56,"4,899,300",66,"9,350,300"
1491,1/31/2019,24,"3,574,500",119,"16,215,740",52,"6,869,350",23,"2,629,400",41,"4,016,200",50,"9,081,200"
1492,2/1/2019,25,"4,684,200",68,"12,382,000",62,"8,945,950",17,"1,798,600",34,"6,128,100",72,"10,619,500"
1493,2/2/2019,13,"1,542,100",60,"14,470,600",54,"6,486,100",11,"1,657,900",54,"7,239,000",61,"8,234,200"
1494,2/3/2019,12,"1,143,200",44,"7,248,900",34,"4,337,500",17,"1,861,900",15,"2,117,700",27,"3,705,300"
1495,2/4/2019,37,"6,811,400",45,"5,583,300",23,"3,637,650",11,"964,300",8,"1,103,600",13,"1,367,300"
1496,2/5/2019,0,0,0,0,3,"397,200",0,0,0,0,3,"697,300"
1497,2/6/2019,33,"4,020,500",49,"9,276,000",51,"6,961,300",7,"515,800",32,"3,276,200",41,"4,458,700"
1498,2/7/2019,44,"6,056,000",61,"6,988,400",64,"8,674,810",23,"2,593,300",59,"8,192,300",41,"4,597,700"
1499,2/8/2019,32,"3,920,000",57,"10,599,100",71,"9,475,400",13,"1,468,700",57,"7,213,500",70,"10,346,500"
1500,2/9/2019,18,"1,459,900",117,"17,206,900",66,"7,033,600",20,"2,488,500",55,"6,436,000",61,"8,683,000"
1501,2/10/2019,19,"2,107,900",82,"15,026,620",46,"5,277,050",8,"828,800",28,"3,216,000",37,"6,146,600"
1502,2/11/2019,35,"5,344,500",80,"10,416,360",81,"9,327,460",25,"3,396,400",54,"8,326,300",62,"6,864,000"
1503,2/12/2019,39,"5,669,300",68,"7,428,700",84,"9,315,400",19,"2,660,700",53,"6,775,296",100,"13,615,500"
1504,2/13/2019,62,"8,476,900",109,"15,133,900",104,"13,411,710",31,"3,310,900",61,"8,890,000",85,"13,609,000"
1505,2/14/2019,57,"6,619,100",91,"14,682,900",96,"13,872,478",12,"1,923,800",52,"7,183,900",91,"11,348,400"
1506,2/15/2019,54,"7,892,500",79,"12,280,700",139,"21,968,746",14,"1,459,500",51,"5,594,300",46,"6,988,200"
1507,2/16/2019,49,"10,731,500",86,"14,313,400",80,"12,304,830",26,"2,697,600",74,"13,589,200",101,"12,754,100"
1508,2/17/2019,21,"1,768,600",94,"16,104,349",94,"10,672,800",14,"1,773,800",68,"7,422,500",51,"5,564,100"
1509,2/18/2019,33,"3,656,775",86,"18,204,400",72,"7,672,760",21,"2,119,100",46,"11,971,886",73,"11,649,900"
1510,2/19/2019,29,"4,961,400",80,"11,412,200",80,"11,206,000",12,"1,037,900",38,"4,242,100",82,"15,899,900"
1511,2/20/2019,68,"10,892,100",78,"17,554,000",83,"8,750,280",22,"2,174,400",43,"4,909,600",103,"11,877,400"
1512,2/21/2019,58,"7,657,500",129,"16,918,800",111,"14,328,457",9,"860,800",83,"15,218,200",81,"13,006,800"
1513,2/22/2019,43,"4,636,600",82,"10,341,000",135,"14,988,570",25,"3,449,400",47,"5,037,800",116,"16,421,500"
1514,2/23/2019,60,"6,133,700",100,"11,168,700",113,"14,373,440",30,"2,182,400",70,"7,472,300",113,"16,031,200"
1515,2/24/2019,10,"2,716,000",92,"11,661,800",80,"10,763,126",14,"1,941,700",75,"9,067,800",80,"9,422,800"
1516,2/25/2019,55,"5,127,300",69,"8,808,200",107,"12,868,710",16,"1,524,400",73,"8,128,900",74,"12,051,246"
1517,2/26/2019,36,"3,692,000",114,"16,088,600",117,"11,620,170",22,"3,060,200",135,"11,740,900",104,"11,356,610"
1518,2/27/2019,55,"8,343,100",107,"11,800,800",103,"11,510,070",22,"2,280,100",86,"7,861,900",64,"7,549,000"
1519,2/28/2019,62,"6,228,200",175,"22,409,800",92,"9,847,100",12,"1,344,400",56,"8,550,900",102,"13,085,900"
1520,3/1/2019,43,"5,094,400",122,"14,259,100",113,"11,918,550",78,"4,902,300",87,"11,265,700",99,"10,513,700"
1521,3/2/2019,34,"3,413,600",118,"14,149,600",123,"13,041,240",51,"3,539,800",85,"9,192,700",115,"13,456,400"
1522,3/3/2019,29,"3,182,200",122,"17,945,100",40,"3,952,850",32,"2,677,300",92,"10,777,000",88,"8,598,500"
1523,3/4/2019,48,"5,943,000",79,"8,263,400",100,"12,338,400",21,"1,852,100",80,"9,125,300",98,"9,856,062"
1524,3/5/2019,69,"9,827,300",108,"12,911,500",79,"7,674,400",65,"5,237,500",73,"7,074,200",146,"12,652,500"
1525,3/6/2019,71,"7,944,300",122,"12,944,900",73,"8,950,070",43,"5,292,800",68,"7,753,700",80,"6,114,100"
1526,3/7/2019,77,"13,323,800",110,"12,436,850",78,"8,969,400",32,"3,483,600",82,"8,938,900",104,"11,085,700"
1527,3/8/2019,52,"7,439,600",121,"12,236,100",215,"20,494,540",39,"2,611,600",66,"7,793,200",113,"12,716,700"
1528,3/9/2019,90,"11,092,300",181,"23,874,000",90,"8,062,500",54,"4,892,500",105,"12,792,500",91,"8,390,700"
1529,3/10/2019,47,"5,702,500",150,"16,712,800",53,"5,542,450",29,"2,643,000",102,"10,295,300",136,"14,438,700"
1530,3/11/2019,60,"5,248,800",104,"11,562,900",89,"9,672,130",29,"2,973,800",97,"10,716,400",72,"7,945,800"
1531,3/12/2019,152,"16,195,450",94,"12,623,000",85,"9,347,500",45,"3,982,100",96,"9,400,800",79,"8,924,500"
1532,3/13/2019,94,"9,385,500",92,"10,495,100",456,"32,010,800",57,"5,736,300",74,"8,789,800",79,"11,687,400"
1533,3/14/2019,112,"13,053,450",168,"20,859,500",341,"19,796,680",44,"4,743,900",127,"13,575,700",81,"8,517,400"
1534,3/15/2019,95,"9,129,900",106,"11,803,200",247,"15,530,700",11,"855,300",78,"8,261,600",46,"4,047,700"
1535,3/16/2019,190,"19,700,450",150,"18,632,400",140,"10,179,700",36,"3,166,300",78,"9,002,300",89,"7,960,800"
1536,3/17/2019,81,"7,767,400",137,"14,886,700",169,"11,515,700",22,"2,301,400",115,"10,581,400",63,"5,558,200"
1537,3/18/2019,95,"9,782,300",157,"14,747,700",54,"5,675,340",39,"3,964,200",75,"9,524,800",83,"8,333,000"
1538,3/19/2019,110,"10,221,250",185,"17,259,950",203,"12,759,550",36,"3,445,900",78,"7,388,700",100,"8,911,200"
1539,3/20/2019,158,"16,427,450",159,"20,454,300",136,"12,450,750",52,"3,724,100",126,"12,405,100",156,"14,117,700"
1540,3/21/2019,90,"9,406,150",138,"17,670,350",76,"5,755,870",48,"2,924,300",167,"17,422,300",129,"12,266,100"
1541,3/22/2019,112,"12,225,200",105,"13,851,700",110,"10,517,900",13,"1,356,900",210,"19,472,200",96,"10,076,500"
1542,3/23/2019,67,"7,111,400",130,"12,869,850",111,"10,213,000",68,"5,144,900",140,"13,145,500",115,"11,647,300"
1543,3/24/2019,75,"7,722,500",142,"13,699,000",83,"7,301,420",47,"4,234,700",99,"10,163,900",130,"11,483,800"
1544,3/25/2019,118,"13,692,200",99,"10,465,600",118,"10,787,370",18,"1,411,100",155,"15,448,200",83,"10,044,100"
1545,3/26/2019,81,"6,416,100",151,"12,746,000",130,"10,893,820",43,"3,065,000",173,"16,505,800",133,"11,581,300"
1546,3/27/2019,94,"9,912,900",147,"15,762,400",116,"10,575,620",35,"2,554,400",127,"11,491,900",128,"10,204,350"
1547,3/28/2019,76,"6,525,500",180,"13,234,300",83,"7,052,440",44,"3,931,700",132,"12,811,600",119,"9,378,300"
1548,3/29/2019,103,"10,154,600",183,"16,009,500",76,"6,797,600",75,"5,446,400",102,"8,908,800",124,"11,787,400"
1549,3/30/2019,116,"10,905,050",141,"12,195,500",166,"10,509,800",64,"3,804,500",90,"7,291,800",125,"12,286,400"
1550,3/31/2019,84,"8,494,700",244,"16,506,650",79,"6,776,500",114,"6,943,300",50,"3,788,300",90,"7,687,600"
1551,4/1/2019,86,"9,236,750",120,"10,740,920",85,"6,715,700",41,"3,434,100",120,"11,167,100",79,"11,008,600"
1552,4/2/2019,81,"9,420,500",136,"14,796,600",99,"7,920,070",44,"3,205,300",95,"11,049,100",111,"11,834,300"
1553,4/3/2019,93,"9,304,850",114,"10,109,700",90,"6,232,980",60,"3,629,800",115,"9,282,800",101,"10,285,500"
1554,4/4/2019,85,"8,372,100",151,"13,494,400",112,"10,371,330",39,"2,431,000",113,"11,612,900",85,"8,731,600"
1555,4/5/2019,85,"9,230,600",155,"16,310,400",95,"8,275,700",42,"3,215,600",126,"12,473,800",77,"8,459,500"
1556,4/6/2019,54,"5,988,600",143,"17,476,600",76,"5,983,540",41,"2,806,800",145,"14,398,200",104,"9,403,300"
1557,4/7/2019,84,"9,832,600",133,"13,119,700",99,"8,918,510",38,"2,966,300",72,"5,863,900",87,"7,081,400"
1558,4/8/2019,104,"10,131,800",96,"11,431,300",109,"9,930,860",23,"1,285,600",119,"13,020,900",83,"7,666,800"
1559,4/9/2019,94,"9,839,200",152,"15,574,700",142,"10,350,240",61,"4,257,500",95,"9,182,920",117,"7,992,700"
1560,4/10/2019,51,"5,500,800",136,"16,775,500",91,"6,754,040",35,"2,771,700",77,"7,994,100",102,"8,221,200"
1561,4/11/2019,92,"11,161,300",142,"15,253,500",106,"10,542,100",70,"6,263,200",102,"11,494,000",97,"8,134,400"
1562,4/12/2019,104,"10,437,100",193,"22,121,200",146,"13,542,270",36,"2,777,200",121,"11,495,600",103,"9,291,300"
1563,4/13/2019,118,"12,536,800",150,"12,127,300",94,"8,584,390",50,"2,850,500",116,"12,265,200",102,"10,140,000"
1564,4/14/2019,70,"6,660,400",131,"12,885,600",62,"5,322,180",35,"2,343,200",71,"5,894,900",97,"7,068,000"
1565,4/15/2019,104,"10,775,100",122,"12,301,200",118,"11,393,910",39,"2,495,500",109,"10,387,800",106,"9,571,400"
1566,4/16/2019,90,"8,704,700",200,"20,561,200",110,"9,387,240",41,"2,546,100",88,"8,628,900",100,"8,274,400"
1567,4/17/2019,143,"13,169,600",189,"17,840,000",97,"9,227,420",90,"7,209,400",86,"8,988,100",99,"8,510,000"
1568,4/18/2019,104,"11,031,500",166,"17,810,300",88,"8,838,540",55,"4,081,600",91,"8,790,100",133,"13,687,200"
1569,4/19/2019,102,"9,806,800",123,"9,324,600",65,"5,795,340",76,"4,540,000",90,"7,447,300",122,"9,442,600"
1570,4/20/2019,132,"12,637,600",161,"15,072,300",130,"11,516,900",52,"3,488,100",122,"10,319,700",152,"10,339,200"
1571,4/21/2019,29,"2,820,500",164,"14,359,700",126,"10,163,400",35,"2,548,300",96,"9,608,500",129,"11,487,100"
1572,4/22/2019,108,"10,063,400",172,"14,165,000",118,"9,008,500",29,"1,990,500",155,"13,886,000",112,"9,689,000"
1573,4/23/2019,74,"7,152,500",190,"15,525,100",123,"9,172,300",32,"1,785,400",83,"6,682,700",90,"8,404,900"
1574,4/24/2019,131,"10,985,400",159,"15,675,000",91,"8,341,900",97,"6,323,300",127,"11,848,500",91,"11,573,100"
1575,4/25/2019,73,"7,116,700",90,"7,968,000",96,"7,871,100",49,"3,506,500",83,"7,316,100",68,"5,818,000"
1576,4/26/2019,91,"8,405,500",157,"11,429,550",113,"8,845,900",37,"2,618,400",49,"7,203,400",89,"8,668,000"
1577,4/27/2019,73,"7,737,117",202,"14,446,600",104,"10,613,800",85,"5,165,700",119,"10,643,500",121,"11,579,100"
1578,4/28/2019,48,"4,265,700",119,"11,808,230",105,"8,173,300",39,"2,295,500",49,"3,649,600",94,"7,003,100"
1579,4/29/2019,81,"7,397,300",165,"15,160,300",88,"8,919,400",27,"1,423,500",60,"5,522,600",48,"3,546,400"
1580,4/30/2019,106,"9,575,200",157,"15,050,500",84,"8,499,300",89,"6,147,100",83,"6,679,300",91,"9,449,600"
1581,5/1/2019,71,"7,310,900",165,"14,297,700",72,"6,612,670",72,"4,548,700",85,"10,364,810",88,"7,683,800"
1582,5/2/2019,58,"5,342,800",144,"13,224,800",96,"7,013,640",66,"4,492,100",93,"9,749,210",71,"7,483,400"
1583,5/3/2019,89,"8,758,700",143,"11,259,410",71,"6,699,200",36,"1,740,900",69,"6,304,600",74,"7,466,600"
1584,5/4/2019,114,"11,200,500",182,"14,137,620",85,"6,371,800",51,"4,938,400",85,"9,720,410",120,"10,319,300"
1585,5/5/2019,58,"5,306,500",113,"10,131,950",101,"7,972,600",42,"2,119,400",55,"4,505,710",87,"6,826,600"
1586,5/6/2019,111,"9,844,400",94,"7,965,200",102,"8,891,200",48,"3,505,900",85,"7,695,540",90,"7,310,500"
1587,5/7/2019,79,"8,471,100",118,"10,650,700",181,"9,857,900",37,"2,164,400",87,"8,205,460",120,"9,913,300"
1588,5/8/2019,65,"6,174,800",183,"15,744,560",216,"12,804,400",54,"4,503,900",86,"7,383,900",151,"12,543,700"
1589,5/9/2019,80,"7,036,200",152,"13,965,060",137,"11,986,000",34,"2,664,800",74,"8,465,200",116,"10,138,260"
1590,5/10/2019,91,"8,184,800",144,"9,990,000",138,"10,435,400",30,"1,999,100",59,"5,426,900",73,"7,422,300"
1591,5/11/2019,105,"9,490,200",146,"11,689,300",125,"9,383,700",73,"4,428,700",89,"8,305,770",97,"6,855,600"
1592,5/12/2019,62,"4,612,800",171,"13,335,600",176,"9,163,400",53,"2,759,700",67,"6,464,300",115,"7,920,500"
1593,5/13/2019,110,"10,309,100",127,"10,978,301",89,"7,015,720",74,"5,901,000",101,"8,626,600",90,"8,004,000"
1594,5/14/2019,99,"9,478,200",135,"10,917,000",149,"11,343,800",29,"1,866,500",105,"9,970,800",108,"9,231,400"
1595,5/15/2019,111,"9,822,600",149,"10,781,400",289,"19,906,745",58,"4,213,100",123,"9,854,300",133,"11,918,200"
1596,5/16/2019,82,"7,929,900",167,"14,904,200",157,"11,721,650",44,"3,002,900",125,"11,085,800",94,"9,841,400"
1597,5/17/2019,100,"8,916,200",163,"12,152,500",103,"6,251,000",40,"1,655,500",71,"6,649,600",71,"6,436,400"
1598,5/18/2019,156,"12,375,600",191,"14,321,220",106,"8,348,000",29,"1,564,800",101,"8,071,500",163,"13,843,800"
1599,5/19/2019,28,"2,747,400",124,"10,346,500",67,"5,162,180",89,"3,136,200",59,"3,890,900",94,"8,591,100"
1600,5/20/2019,100,"10,263,500",156,"10,880,130",140,"11,990,880",50,"2,723,840",111,"9,754,800",94,"7,466,180"
1601,5/21/2019,105,"9,460,300",141,"12,804,500",86,"9,381,000",50,"3,059,700",154,"11,750,820",119,"9,116,800"
1602,5/22/2019,106,"9,288,700",136,"11,900,000",115,"9,430,100",58,"2,928,400",93,"8,924,600",99,"8,798,100"
1603,5/23/2019,102,"9,802,000",149,"12,270,700",113,"9,154,000",43,"2,597,600",107,"8,644,000",118,"10,570,100"
1604,5/24/2019,70,"6,197,400",102,"7,424,000",118,"9,218,350",35,"1,645,300",83,"6,012,000",101,"9,067,300"
1605,5/25/2019,112,"9,256,200",158,"16,185,800",135,"8,826,100",148,"5,282,400",102,"8,002,500",136,"11,244,600"
1606,5/26/2019,36,"3,437,800",152,"12,021,600",104,"7,653,350",231,"8,136,500",99,"7,213,500",102,"7,643,700"
1607,5/27/2019,77,"7,104,400",139,"12,329,300",103,"9,155,500",110,"3,182,700",74,"5,902,500",95,"8,694,800"
1608,5/28/2019,81,"6,773,100",143,"10,381,900",125,"10,732,200",117,"4,392,800",82,"5,987,800",56,"4,519,700"
1609,5/29/2019,122,"10,303,400",227,"17,937,860",104,"8,338,200",151,"5,914,500",95,"6,864,200",139,"13,798,100"
1610,5/30/2019,93,"8,224,600",105,"7,464,200",83,"6,082,800",37,"2,076,700",70,"5,903,500",90,"8,242,400"
1611,5/31/2019,105,"9,753,700",169,"14,643,800",112,"7,490,400",47,"2,678,000",74,"4,971,100",108,"8,992,500"
